Fecha;Rank;Artísta;Canción;Género;País;streams;
mar-22;95;Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz;Diles;;;303396;
mar-22;96;Jay Wheeler, DJ Nelson, Myke Towers;La Curiosidad;;;302654;
mar-22;97;Don Omar, Nio Garcia;Se Menea;;;294803;
mar-22;98;JHAYCO, J Balvin, Bad Bunny;No Me Conoce - Remix;;;293517;
mar-22;99;Doja Cat;Woman;;;293501;
mar-22;100;Mora, JHAYCO;512;;;291240;
abr-22;1;Ak4:20, Pailita, Cris Mj;Me Arrepentí;;;6955503;
abr-22;2;Polimá Westcoast, Pailita;ULTRA SOLO;;;3874099;
abr-22;3;Cris Mj;Una Noche en Medellín;;;3102732;
abr-22;4;Pailita, Cris Mj, Big Cvyu;Dime Tú;;;2467245;
abr-22;5;El Jordan 23, Standly;Bailando;;;2110832;
abr-22;6;Paulo Londra;Plan A;;;1824068;
abr-22;7;Daddy Yankee, Bad Bunny;X ÚLTIMA VEZ;;;1808484;
abr-22;8;Standly;Pégate;;;1671788;
abr-22;9;Rauw Alejandro, Chencho Corleone;Desesperados;;;1594512;
abr-22;10;Becky G, KAROL G;MAMIII;;;1507691;
abr-22;11;Daddy Yankee;RUMBATÓN;;;1414057;
abr-22;12;Harry Styles;As It Was;;;1340886;
abr-22;13;"Balbi El Chamako, El BAI, Marcianeke, Pailita, Young Cister, Jairo Vera, Harry Nach, Forest, Julianno Sosa, Franco ""El Gorilla"", Cris Mj";Ponle - Remix;;;1320628;
abr-22;14;El Jordan 23;Anti Rana;;;1318483;
abr-22;15;Cris Mj, Marcianeke, Simon la Letra, Stars Music Chile;Los Malvekes;;;1286051;
abr-22;16;Polimá Westcoast, Young Cister, Cris Mj;SEXTIME;;;1285210;
abr-22;17;Standly, El Barto;Mi Gata;;;1168961;
abr-22;18;Alejo, Feid, ROBI;Pantysito;;;1072909;
abr-22;19;Anitta;Envolver;;;1057273;
abr-22;20;El Barto, El Jordan 23, Standly, Drakomafia, Yong Bryel;Flaytiando;;;1048062;
abr-22;21;Cris Mj;Como Te Va;;;1037201;
abr-22;22;Tainy, Bad Bunny, Julieta Venegas;Lo Siento BB:/ (with Bad Bunny & Julieta Venegas);;;1018214;
abr-22;23;La Pantera, Quevedo, Juseph, ABHIR, BEJO, Cruz Cafuné, EL IMA;Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix];;;939732;
abr-22;24;Nickoog Clk, Pailita, Simon la Letra, Standly;Phillie y Botella (Remix);;;915725;
abr-22;25;Pailita, El Casti;Par de Veces;;;911271;
abr-22;26;Blessd, Justin Quiles, Lenny Tavárez;Medallo;;;908955;
abr-22;27;Danny Ocean;Fuera del mercado;;;905635;
abr-22;28;Standly;Bailemos Reggaeton;;;905248;
abr-22;29;JOSEPE EL DEMENTE, Sayian Jimmy;Morena Cachetona;;;900889;
abr-22;30;Lleflight, Pablo Chill-E, Gino Mella, Julianno Sosa, El Jordan 23, King Savagge, Polimá Westcoast, Drago200, Jairo Vera, Galee Galee, Best;FULL PIOLI 2.O (feat. Julianno Sosa, El Jordan 23, King Savagge, Polima West Coast, Drago200, Jairo Vera, Galee Galee, Best);;;855732;
abr-22;31;Daddy Yankee;REMIX;;;835994;
abr-22;32;Bizarrap, Tiago PZK;Tiago PZK: Bzrp Music Sessions, Vol. 48;;;801633;
abr-22;33;Bad Bunny;Yonaguni;;;775622;
abr-22;34;Cris Mj;Locura y Maldad;;;766289;
abr-22;35;Bad Bunny;A Tu Merced;;;699929;
abr-22;36;Aventura, Bad Bunny;Volví;;;697458;
abr-22;37;Polimá Westcoast, Pablo Chill-E, Harry Nach, Galee Galee, ITHAN NY;MONEYMAN (feat. Galee Galee & ITHAN NY);;;685410;
abr-22;38;Boza, Lunay, Lenny Tavárez, Juhn, Beéle;Ella - Remix;;;675070;
abr-22;39;Standly, Polimá Westcoast;Me Voy Contigo;;;656047;
abr-22;40;Harry Nach, ITHAN NY, Galee Galee, Julianno Sosa;Prende el Party;;;648806;
abr-22;41;Bad Bunny, Daddy Yankee;La Santa;;;640819;
abr-22;42;C. Tangana;Demasiadas Mujeres;;;632320;
abr-22;43;Pailita, Big Cvyu;Hooka;;;625999;
abr-22;44;Young Cister;Casi Amor De Verano;;;623516;
abr-22;45;Dímelo Flow, Dalex, Sech, Justin Quiles, Arcángel, De La Ghetto, Lenny Tavárez;Se Le Ve;;;604166;
abr-22;46;Nickoog Clk, Dainesitta;ESE CULITO;;;587413;
abr-22;47;Alvaro Diaz, Rauw Alejandro;Problemón;;;585347;
abr-22;48;Zion & Lennox;Yo Voy (feat. Daddy Yankee);;;575843;
abr-22;49;Elton John, Dua Lipa, PNAU;Cold Heart - PNAU Remix;;;568391;
abr-22;50;Daddy Yankee, Sech;PARA SIEMPRE;;;557439;
abr-22;51;Drago200, Ak4:20;TOTA;;;556044;
abr-22;52;El Jordan 23, Pipo Beatz;Ando;;;551683;
abr-22;53;Marcianeke;Qué Pasa?;;;527941;
abr-22;54;Bad Bunny, JHAYCO;DÁKITI;;;517152;
abr-22;55;Daddy Yankee, Myke Towers;PASATIEMPO;;;506948;
abr-22;56;Duki, De La Ghetto, Quevedo;Si Quieren Frontear;;;504012;
abr-22;57;Ryan Castro;Jordan;;;500998;
abr-22;58;Mora, Bad Bunny, Sech;Volando - Remix;;;489327;
abr-22;59;Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole;Entre Nosotros (Remix) [con Nicki Nicole];;;475485;
abr-22;60;Rvssian, Rauw Alejandro, Chris Brown;Nostálgico;;;474775;
abr-22;61;Anuel AA, Myke Towers, JHAYCO;Súbelo;;;461728;
abr-22;62;Pailita, Marcianeke;Dimelo Ma;;;461395;
abr-22;63;Young Cister, Duki;DOLCE;;;448636;
abr-22;64;El Goldo De Las Conec, Marcianeke, King Savagge, Pablito Rolayork, Jairo Vera, Yong Bryel, Tunechikidd, El BAI, Sayian Jimmy, Benja el Menorcito, Benji Gramitos, Jhon Jairo, Lil Geremi, Yiordano Ignacio;Shikipla - Remix;;;425343;
abr-22;65;Tiago PZK, Trueno;Salimo de Noche;;;413051;
abr-22;66;Arte Elegante, Marcianeke;En las Malas y Buenas;;;407840;
abr-22;67;Blessd, Myke Towers, Ovy On The Drums;Tendencia Global;;;406756;
abr-22;68;JHAYCO, Anuel AA;Ley Seca;;;399866;
abr-22;69;zzoilo, Aitana;Mon Amour - Remix;;;386200;
abr-22;70;Mora, Feid;LA INOCENTE;;;385324;
abr-22;71;Marcianeke;Waka Waka;;;383878;
abr-22;72;Bad Bunny, Mora;Una Vez;;;379146;
abr-22;73;DrefQuila;Huella Letal;;;369401;
abr-22;74;Mora;2010;;;366397;
abr-22;75;Rauw Alejandro;Todo De Ti;;;362056;
abr-22;76;King Savagge;Pantano;;;359867;
abr-22;77;Polimá Westcoast, Pablo Chill-E, Arón Piper;Cu4tro;;;359535;
abr-22;78;Mora, JHAYCO;MEMORIAS;;;358803;
abr-22;79;J Balvin, Bad Bunny;LA CANCIÓN;;;353503;
abr-22;80;JHAYCO;Sensual Bebé;;;351985;
abr-22;81;El Jordan 23, Cris Mj;Ta' Soltera;;;350662;
abr-22;82;Farruko;Pepas;;;350520;
abr-22;83;Marcianeke;Colores;;;348742;
abr-22;84;Maluma;Sobrio;;;346950;
abr-22;85;ROSALÍA;SAOKO;;;340636;
abr-22;86;Mora, Zion;TU AMIGO;;;339296;
abr-22;87;TINI, Maria Becerra;Miénteme;;;335656;
abr-22;88;Ak4:20;Siempre Fine;;;330537;
abr-22;89;Sebastian Yatra;Tacones Rojos;;;328402;
abr-22;90;Adan La Amenaza, Yohancito, Marcianeke, El BAI, Pailita, Yordano El Menor, Balbi El Chamako, Jairo Vera, King Savagge;Dele Cotele 3;;;324416;
abr-22;91;Imagine Dragons, JID, Arcane, League of Legends;Enemy (with JID) - from the series Arcane League of Legends;;;323083;
abr-22;92;J Balvin, Ed Sheeran;Sigue;;;322602;
abr-22;93;Daddy Yankee, Pitbull;HOT;;;321456;
abr-22;94;Rauw Alejandro, Mr. Naisgai;2/Catorce;;;319602;
abr-22;95;Tiago PZK, LIT killah;Entre Nosotros;;;319513;
abr-22;96;Daddy Yankee, Rauw Alejandro, Nile Rodgers;AGUA;;;319228;
abr-22;97;Doja Cat;Woman;;;319123;
abr-22;98;Ak4:20;Skyline;;;318026;
abr-22;99;Myke Towers;ALMAS GEMELAS;;;317405;
abr-22;100;Cris Mj, Marcianeke;Bichiyal;;;310030;
may-22;1;Ak4:20, Pailita, Cris Mj;Me Arrepentí;;;3909088;
may-22;2;Polimá Westcoast, Pailita;ULTRA SOLO;;;3329216;
may-22;3;Julianno Sosa, King Savagge;Cochinae;;;3219716;
may-22;4;Cris Mj;Una Noche en Medellín;;;2533388;
may-22;5;Pailita, Cris Mj, Big Cvyu;Dime Tú;;;2149141;
may-22;6;Polimá Westcoast, Young Cister, Cris Mj;SEXTIME;;;1949802;
may-22;7;El Jordan 23, Standly;Bailando;;;1916026;
may-22;8;KAROL G;PROVENZA;;;1769091;
may-22;9;Nickoog Clk;En El Jacuzzi;;;1560632;
may-22;10;Daddy Yankee, Bad Bunny;X ÚLTIMA VEZ;;;1508313;
may-22;11;Bizarrap, Paulo Londra;Paulo Londra: Bzrp Music Sessions, Vol. 23;;;1458480;
may-22;12;Pailita, El Casti;Par de Veces;;;1418030;
may-22;13;Rauw Alejandro, Chencho Corleone;Desesperados;;;1377936;
may-22;14;Harry Styles;As It Was;;;1326726;
may-22;15;Becky G, KAROL G;MAMIII;;;1322279;
may-22;16;Standly;Pégate;;;1312157;
may-22;17;Cris Mj, Marcianeke, Simon la Letra, Stars Music Chile;Los Malvekes;;;1076195;
may-22;18;El Jordan 23;Anti Rana;;;1032209;
may-22;19;Standly, El Barto;Mi Gata;;;982006;
may-22;20;"Balbi El Chamako, El BAI, Marcianeke, Pailita, Young Cister, Jairo Vera, Harry Nach, Forest, Julianno Sosa, Franco ""El Gorilla"", Cris Mj";Ponle - Remix;;;949617;
may-22;21;Standly;Bailemos Reggaeton;;;935154;
may-22;22;Mora, Sech;TUS LÁGRIMAS;;;930597;
may-22;23;El Barto, El Jordan 23, Standly, Drakomafia, Yong Bryel;Flaytiando;;;922314;
may-22;24;Daddy Yankee;RUMBATÓN;;;905373;
may-22;25;Paulo Londra;Plan A;;;900246;
may-22;26;Alejo, Feid, ROBI;Pantysito;;;889614;
may-22;27;Danny Ocean;Fuera del mercado;;;878889;
may-22;28;Cris Mj;Como Te Va;;;848261;
may-22;29;Anitta;Envolver;;;842457;
may-22;30;Nickoog Clk, Pailita, Simon la Letra, Standly;Phillie y Botella (Remix);;;822493;
may-22;31;Tainy, Bad Bunny, Julieta Venegas;Lo Siento BB:/ (with Bad Bunny & Julieta Venegas);;;786955;
may-22;32;Blessd, Justin Quiles, Lenny Tavárez;Medallo;;;785425;
may-22;33;Ryan Castro;Jordan;;;764350;
may-22;34;Lleflight, Pablo Chill-E, Gino Mella, Julianno Sosa, El Jordan 23, King Savagge, Polimá Westcoast, Drago200, Jairo Vera, Galee Galee, Best;FULL PIOLI 2.O (feat. Julianno Sosa, El Jordan 23, King Savagge, Polima West Coast, Drago200, Jairo Vera, Galee Galee, Best);;;761476;
may-22;35;Bizarrap, Tiago PZK;Tiago PZK: Bzrp Music Sessions, Vol. 48;;;747735;
may-22;36;Mora, Feid;LA INOCENTE;;;708517;
may-22;37;La Pantera, Quevedo, Juseph, ABHIR, BEJO, Cruz Cafuné, EL IMA;Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix];;;707484;
may-22;38;Bad Bunny;Yonaguni;;;685302;
may-22;39;El Jordan 23, Big Cvyu;Noche Loca;;;684122;
may-22;40;Cris Mj;Locura y Maldad;;;656702;
may-22;41;Bad Bunny;A Tu Merced;;;643761;
may-22;42;C. Tangana;Demasiadas Mujeres;;;640794;
may-22;43;Ak4:20, Brray;MARIMBA GRINGA;;;636024;
may-22;44;Standly;Panamera;;;625410;
may-22;45;Pailita, Big Cvyu;Hooka;;;614322;
may-22;46;Sayian Jimmy, Standly, Yishark, Nysix Music, Tobal Mj, Benji La Maldita Escritura De Oro;Flotao;;;605212;
may-22;47;Duki, De La Ghetto, Quevedo;Si Quieren Frontear;;;590816;
may-22;48;FK In The Beats, Cris Mj, El BAI;Pensandote;;;589724;
may-22;49;Paulo Londra;Chance;;;581842;
may-22;50;Polimá Westcoast, Pablo Chill-E, Harry Nach, Galee Galee, ITHAN NY;MONEYMAN (feat. Galee Galee & ITHAN NY);;;565699;
may-22;51;Standly, Polimá Westcoast;Me Voy Contigo;;;539412;
may-22;52;Young Cister;Casi Amor De Verano;;;526874;
may-22;53;Bad Bunny, Daddy Yankee;La Santa;;;521178;
may-22;54;Zion & Lennox;Yo Voy (feat. Daddy Yankee);;;491670;
may-22;55;El Jordan 23, Pipo Beatz;Ando;;;488960;
may-22;56;Elton John, Dua Lipa, PNAU;Cold Heart - PNAU Remix;;;487928;
may-22;57;JOSEPE EL DEMENTE, Sayian Jimmy;Morena Cachetona;;;482158;
may-22;58;Marcianeke, L-Gante;Toma;;;477623;
may-22;59;Dímelo Flow, Dalex, Sech, Justin Quiles, Arcángel, De La Ghetto, Lenny Tavárez;Se Le Ve;;;468152;
may-22;60;Bad Bunny, JHAYCO;DÁKITI;;;462979;
may-22;61;Harry Nach, ITHAN NY, Galee Galee, Julianno Sosa;Prende el Party;;;461527;
may-22;62;Boza, Lunay, Lenny Tavárez, Juhn, Beéle;Ella - Remix;;;454690;
may-22;63;Aventura, Bad Bunny;Volví;;;444700;
may-22;64;Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole;Entre Nosotros (Remix) [con Nicki Nicole];;;438116;
may-22;65;"Cris Mj, Gotay ""El Autentiko""";Yo No Me Olvido;;;406132;
may-22;66;Jairo Vera, Vishoko;Buscandomela;;;404329;
may-22;67;Marcianeke;Qué Pasa?;;;401671;
may-22;68;Mora, Bad Bunny, Sech;Volando - Remix;;;400027;
may-22;69;Pailita, Marcianeke;Dimelo Ma;;;383427;
may-22;70;Rauw Alejandro;Todo De Ti;;;375567;
may-22;71;Blessd, Myke Towers, Ovy On The Drums;Tendencia Global;;;371291;
may-22;72;Young Cister, Duki;DOLCE;;;366530;
may-22;73;zzoilo, Aitana;Mon Amour - Remix;;;366278;
may-22;74;Anuel AA, Myke Towers, JHAYCO;Súbelo;;;364256;
may-22;75;Nickoog Clk, Dainesitta;ESE CULITO;;;358488;
may-22;76;Nickoog Clk, Izahn, Standly;Mi Waxita;;;353980;
may-22;77;Bad Bunny, Mora;Una Vez;;;342331;
may-22;78;El Goldo De Las Conec, Marcianeke, King Savagge, Pablito Rolayork, Jairo Vera, Yong Bryel, Tunechikidd, El BAI, Sayian Jimmy, Benja el Menorcito, Benji Gramitos, Jhon Jairo, Lil Geremi, Yiordano Ignacio;Shikipla - Remix;;;340605;
may-22;79;Maluma;Sobrio;;;338372;
may-22;80;Tiago PZK, Trueno;Salimo de Noche;;;337880;
may-22;81;J Balvin, Bad Bunny;LA CANCIÓN;;;337816;
may-22;82;Daddy Yankee;REMIX;;;336253;
may-22;83;JHAYCO, Anuel AA;Ley Seca;;;331159;
may-22;84;Pablito Pesadilla, Cris Mj, Harry Nach;Baby Doll;;;330336;
may-22;85;King Savagge;Pantano;;;329258;
may-22;86;Rvssian, Rauw Alejandro, Chris Brown;Nostálgico;;;328418;
may-22;87;Drago200, Ak4:20;TOTA;;;323228;
may-22;88;Shakira, Rauw Alejandro;Te Felicito;;;319075;
may-22;89;Camila Cabello, Ed Sheeran;Bam Bam (feat. Ed Sheeran);;;318695;
may-22;90;Harry Styles;Watermelon Sugar;;;315733;
may-22;91;TINI, Maria Becerra;Miénteme;;;313783;
may-22;92;Julianno Sosa, Pablo Chill-E;Positivo;;;307740;
may-22;93;Alvaro Diaz, Rauw Alejandro;Problemón;;;307181;
may-22;94;Kevin Kaarl;San Lucas;;;307044;
may-22;95;El Jordan 23, Cris Mj;Ta' Soltera;;;303305;
may-22;96;DrefQuila;Huella Letal;;;302151;
may-22;97;PSY, SUGA;That That (prod.&feat. SUGA of BTS);;;302104;
may-22;98;Farruko;Pepas;;;301671;
may-22;99;KAROL G;SEJODIOTO;;;300846;
may-22;100;Sebastian Yatra;Tacones Rojos;;;298415;
jun-22;1;Bad Bunny, Bomba Estéreo;Ojitos Lindos;;;3158830;
jun-22;2;Bad Bunny, Chencho Corleone;Me Porto Bonito;;;2999344;
jun-22;3;Bad Bunny;Moscow Mule;;;2566238;
jun-22;4;Polimá Westcoast, Pailita;ULTRA SOLO;;;2499369;
jun-22;5;Ak4:20, Pailita, Cris Mj;Me Arrepentí;;;2273832;
jun-22;6;Bad Bunny;Efecto;;;2162964;
jun-22;7;Bad Bunny, Rauw Alejandro;Party;;;2125763;
jun-22;8;Julianno Sosa, King Savagge;Cochinae;;;2112687;
jun-22;9;KAROL G;PROVENZA;;;1898877;
jun-22;10;Bad Bunny;Tití Me Preguntó;;;1835178;
jun-22;11;Cris Mj;Una Noche en Medellín;;;1751086;
jun-22;12;El Jordan 23, Standly;Bailando;;;1522487;
jun-22;13;Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow;La Llevo Al Cielo (Ft. Ñengo Flow);;;1451699;
jun-22;14;Pailita, Cris Mj, Big Cvyu;Dime Tú;;;1431287;
jun-22;15;Bad Bunny;Un Ratito;;;1418821;
jun-22;16;Bad Bunny, JHAYCO;Tarot;;;1380520;
jun-22;17;Polimá Westcoast, Young Cister, Cris Mj;SEXTIME;;;1284846;
jun-22;18;Bad Bunny, Tony Dize;La Corriente;;;1184027;
jun-22;19;Bad Bunny;Después de la Playa;;;1159216;
jun-22;20;Becky G, KAROL G;MAMIII;;;1123221;
jun-22;21;Rauw Alejandro, Chencho Corleone;Desesperados;;;1107041;
jun-22;22;Harry Styles;As It Was;;;1064092;
jun-22;23;Daddy Yankee, Bad Bunny;X ÚLTIMA VEZ;;;1022611;
jun-22;24;El Jordan 23;Anti Rana;;;1016285;
jun-22;25;El Jordan 23, Big Cvyu;Noche Loca;;;1016142;
jun-22;26;Standly;Pégate;;;1012951;
jun-22;27;Bad Bunny;Me Fui de Vacaciones;;;982765;
jun-22;28;Bad Bunny;Yo No Soy Celoso;;;972071;
jun-22;29;Pailita, El Casti;Par de Veces;;;962283;
jun-22;30;Pailita, Nio Garcia;Yo Quiero;;;940334;
jun-22;31;Sayian Jimmy, Standly, Yishark, Nysix Music, Tobal Mj, Benji La Maldita Escritura De Oro;Flotao;;;926654;
jun-22;32;Bad Bunny;Aguacero;;;914500;
jun-22;33;Bad Bunny;Neverita;;;902453;
jun-22;34;Nickoog Clk;En El Jacuzzi;;;841747;
jun-22;35;El Jordan 23, Big Cvyu;Si Sako La 40;;;835875;
jun-22;36;Bad Bunny;Un Coco;;;817874;
jun-22;37;Ryan Castro;Jordan;;;794500;
jun-22;38;Bad Bunny, Buscabulla;Andrea;;;790757;
jun-22;39;Bad Bunny;Dos Mil 16;;;733898;
jun-22;40;Cris Mj, Marcianeke, Simon la Letra, Stars Music Chile;Los Malvekes;;;733603;
jun-22;41;Standly;Bailemos Reggaeton;;;726325;
jun-22;42;Shakira, Rauw Alejandro;Te Felicito;;;723838;
jun-22;43;Bad Bunny;Un Verano Sin Ti;;;721210;
jun-22;44;El Barto, El Jordan 23, Standly, Drakomafia, Yong Bryel;Flaytiando;;;705952;
jun-22;45;Mora, Sech;TUS LÁGRIMAS;;;689924;
jun-22;46;Bad Bunny;Enséñame a Bailar;;;689357;
jun-22;47;Bad Bunny, The Marías;Otro Atardecer;;;663239;
jun-22;48;Standly, El Barto;Mi Gata;;;657765;
jun-22;49;Daddy Yankee;RUMBATÓN;;;652466;
jun-22;50;Alejo, Feid, ROBI;Pantysito;;;646320;
jun-22;51;Standly;Panamera;;;579913;
jun-22;52;Chris Lebron, Jay Wheeler, Sech;Desde Mis Ojos - Remix;;;571874;
jun-22;53;Lleflight, Pablo Chill-E, Gino Mella, Julianno Sosa, El Jordan 23, King Savagge, Polimá Westcoast, Drago200, Jairo Vera, Galee Galee, Best;FULL PIOLI 2.O (feat. Julianno Sosa, El Jordan 23, King Savagge, Polima West Coast, Drago200, Jairo Vera, Galee Galee, Best);;;564612;
jun-22;54;Tainy, Bad Bunny, Julieta Venegas;Lo Siento BB:/ (with Bad Bunny & Julieta Venegas);;;562020;
jun-22;55;"Balbi El Chamako, El BAI, Marcianeke, Pailita, Young Cister, Jairo Vera, Harry Nach, Forest, Julianno Sosa, Franco ""El Gorilla"", Cris Mj";Ponle - Remix;;;561763;
jun-22;56;Nickoog Clk, Pailita, Simon la Letra, Standly;Phillie y Botella (Remix);;;556491;
jun-22;57;Bad Bunny;Agosto;;;555108;
jun-22;58;Bad Bunny;Yonaguni;;;535995;
jun-22;59;Cris Mj;Como Te Va;;;530763;
jun-22;60;Anitta;Envolver;;;521063;
jun-22;61;El Jordan 23, Pipo Beatz;Ando;;;520139;
jun-22;62;Danny Ocean;Fuera del mercado;;;519308;
jun-22;63;Bad Bunny, Tainy;Callaita;;;511223;
jun-22;64;Bad Bunny;El Apagón;;;500199;
jun-22;65;Mora, Feid;LA INOCENTE;;;499694;
jun-22;66;Kate Bush;Running Up That Hill (A Deal With God);;;496005;
jun-22;67;Bizarrap, Tiago PZK;Tiago PZK: Bzrp Music Sessions, Vol. 48;;;478226;
jun-22;68;Blessd, Justin Quiles, Lenny Tavárez;Medallo;;;470817;
jun-22;69;La Pantera, Quevedo, Juseph, ABHIR, BEJO, Cruz Cafuné, EL IMA;Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix];;;464164;
jun-22;70;Paulo Londra;Plan A;;;454855;
jun-22;71;Bad Bunny;A Tu Merced;;;452150;
jun-22;72;Zion & Lennox;Yo Voy (feat. Daddy Yankee);;;434804;
jun-22;73;Morat, Duki;París;;;430081;
jun-22;74;Ak4:20, Brray;MARIMBA GRINGA;;;426825;
jun-22;75;Pailita, Big Cvyu;Hooka;;;413399;
jun-22;76;Marcianeke;Ponte Pa Mí;;;404840;
